Statistic Label,Month,Meteorological Weather Station,UNIT,VALUE
Lowest Temperature,05/1991,Dublin airport,Degrees C,3.1
Lowest Temperature,05/1991,Galway,Degrees C,3.8
Lowest Temperature,05/1991,Kilkenny,Degrees C,0.3
Lowest Temperature,05/1991,Malin head,Degrees C,3.5
Lowest Temperature,05/1991,Mullingar,Degrees C,1.1
Lowest Temperature,05/1991,Roches Point,Degrees C,4.6
Lowest Temperature,05/1991,Rosslare,Degrees C,5.4
Lowest Temperature,05/1991,Shannon airport,Degrees C,2.8
Lowest Temperature,06/1991,Belmullet,Degrees C,3.5
Lowest Temperature,06/1991,Birr,Degrees C,0.2
Lowest Temperature,06/1991,Valentia Observatory,Degrees C,4.6
Lowest Temperature,06/1991,Casement,Degrees C,0.4
Lowest Temperature,06/1991,Claremorris,Degrees C,0.7
Lowest Temperature,06/1991,Clones,Degrees C,2.3
Lowest Temperature,06/1991,Cork airport,Degrees C,4.8
Lowest Temperature,06/1991,Dublin airport,Degrees C,2.8
Lowest Temperature,06/1991,Galway,Degrees C,3.9
Lowest Temperature,06/1991,Kilkenny,Degrees C,2
Lowest Temperature,06/1991,Malin head,Degrees C,2.7
Lowest Temperature,06/1991,Mullingar,Degrees C,0.2
Lowest Temperature,06/1991,Roches Point,Degrees C,7.5
Lowest Temperature,06/1991,Rosslare,Degrees C,5.4
Lowest Temperature,06/1991,Shannon airport,Degrees C,3.7
Lowest Temperature,07/1991,Belmullet,Degrees C,10.8
Lowest Temperature,07/1991,Birr,Degrees C,9.9
Lowest Temperature,07/1991,Valentia Observatory,Degrees C,11.1
Lowest Temperature,07/1991,Casement,Degrees C,9.5
Lowest Temperature,07/1991,Claremorris,Degrees C,9.3
Lowest Temperature,07/1991,Clones,Degrees C,8.5
Lowest Temperature,07/1991,Cork airport,Degrees C,9.2
Lowest Temperature,07/1991,Dublin airport,Degrees C,10
Lowest Temperature,07/1991,Galway,Degrees C,11.5
Lowest Temperature,07/1991,Kilkenny,Degrees C,6.4
Lowest Temperature,07/1991,Malin head,Degrees C,10.5
Lowest Temperature,07/1991,Mullingar,Degrees C,8.3
Lowest Temperature,07/1991,Roches Point,Degrees C,9.6
Lowest Temperature,07/1991,Rosslare,Degrees C,10.1
Lowest Temperature,07/1991,Shannon airport,Degrees C,11.2
Lowest Temperature,08/1991,Belmullet,Degrees C,7.8
Lowest Temperature,08/1991,Birr,Degrees C,4.6
Lowest Temperature,08/1991,Valentia Observatory,Degrees C,8
Lowest Temperature,08/1991,Casement,Degrees C,4.7
Lowest Temperature,08/1991,Claremorris,Degrees C,5
Lowest Temperature,08/1991,Clones,Degrees C,5.5
Lowest Temperature,08/1991,Cork airport,Degrees C,7.5
Lowest Temperature,08/1991,Dublin airport,Degrees C,6.8
Lowest Temperature,08/1991,Galway,Degrees C,0
Lowest Temperature,08/1991,Kilkenny,Degrees C,3.4
Lowest Temperature,08/1991,Malin head,Degrees C,10.8
Lowest Temperature,08/1991,Mullingar,Degrees C,4
Lowest Temperature,08/1991,Roches Point,Degrees C,9.2
Lowest Temperature,08/1991,Rosslare,Degrees C,10
Lowest Temperature,08/1991,Shannon airport,Degrees C,8.6
Lowest Temperature,09/1991,Belmullet,Degrees C,3.7
Lowest Temperature,09/1991,Birr,Degrees C,0.9
Lowest Temperature,09/1991,Valentia Observatory,Degrees C,6.5
Lowest Temperature,09/1991,Casement,Degrees C,1.4
Lowest Temperature,09/1991,Claremorris,Degrees C,0
Lowest Temperature,09/1991,Clones,Degrees C,1.3
Lowest Temperature,09/1991,Cork airport,Degrees C,4.8
Lowest Temperature,09/1991,Dublin airport,Degrees C,2.3
Lowest Temperature,09/1991,Galway,Degrees C,5.2
Lowest Temperature,09/1991,Kilkenny,Degrees C,-0.3
Lowest Temperature,09/1991,Malin head,Degrees C,4.9
Lowest Temperature,09/1991,Mullingar,Degrees C,0.5
Lowest Temperature,09/1991,Roches Point,Degrees C,7
Lowest Temperature,09/1991,Rosslare,Degrees C,4
Lowest Temperature,09/1991,Shannon airport,Degrees C,4.6
Lowest Temperature,10/1991,Belmullet,Degrees C,4.3
Lowest Temperature,10/1991,Birr,Degrees C,1.7
Lowest Temperature,10/1991,Valentia Observatory,Degrees C,3
Lowest Temperature,10/1991,Casement,Degrees C,2.5
Lowest Temperature,10/1991,Claremorris,Degrees C,1.5
Lowest Temperature,10/1991,Clones,Degrees C,1.5
Lowest Temperature,10/1991,Cork airport,Degrees C,2.6
Lowest Temperature,10/1991,Dublin airport,Degrees C,2.6
Lowest Temperature,10/1991,Galway,Degrees C,3.9
Lowest Temperature,10/1991,Kilkenny,Degrees C,0.1
Lowest Temperature,10/1991,Malin head,Degrees C,3.9
Lowest Temperature,10/1991,Mullingar,Degrees C,1.3
Lowest Temperature,10/1991,Roches Point,Degrees C,4.7
Lowest Temperature,10/1991,Rosslare,Degrees C,4.5
Lowest Temperature,10/1991,Shannon airport,Degrees C,3.7
Lowest Temperature,11/1991,Belmullet,Degrees C,0.2
Lowest Temperature,11/1991,Birr,Degrees C,-2.5
Lowest Temperature,11/1991,Valentia Observatory,Degrees C,-0.3
Lowest Temperature,11/1991,Casement,Degrees C,-1.7
Lowest Temperature,11/1991,Claremorris,Degrees C,-2.1
Lowest Temperature,11/1991,Clones,Degrees C,-0.7
Lowest Temperature,11/1991,Cork airport,Degrees C,0.2
Lowest Temperature,11/1991,Dublin airport,Degrees C,0.1
Lowest Temperature,11/1991,Galway,Degrees C,-0.6
Lowest Temperature,11/1991,Kilkenny,Degrees C,-3.1
Lowest Temperature,11/1991,Malin head,Degrees C,-0.2
Lowest Temperature,11/1991,Mullingar,Degrees C,-2
Lowest Temperature,11/1991,Roches Point,Degrees C,1.9
Lowest Temperature,11/1991,Rosslare,Degrees C,1.7
Lowest Temperature,11/1991,Shannon airport,Degrees C,-0.9
Lowest Temperature,12/1991,Belmullet,Degrees C,0.5
Lowest Temperature,12/1991,Birr,Degrees C,0.7
Lowest Temperature,12/1991,Valentia Observatory,Degrees C,3
Lowest Temperature,12/1991,Casement,Degrees C,-5
Lowest Temperature,12/1991,Claremorris,Degrees C,-2.3
Lowest Temperature,12/1991,Clones,Degrees C,-3
Lowest Temperature,12/1991,Cork airport,Degrees C,0.5
Lowest Temperature,12/1991,Dublin airport,Degrees C,-0.3
Lowest Temperature,12/1991,Galway,Degrees C,-1.5
Lowest Temperature,12/1991,Kilkenny,Degrees C,-1.2
Lowest Temperature,12/1991,Malin head,Degrees C,1
Lowest Temperature,12/1991,Mullingar,Degrees C,-4.6
Lowest Temperature,12/1991,Roches Point,Degrees C,2.1
Lowest Temperature,12/1991,Rosslare,Degrees C,0.8
Lowest Temperature,12/1991,Shannon airport,Degrees C,1.7
Lowest Temperature,01/1992,Belmullet,Degrees C,-1.6
Lowest Temperature,01/1992,Birr,Degrees C,-5
Lowest Temperature,01/1992,Valentia Observatory,Degrees C,-1.5
Lowest Temperature,01/1992,Casement,Degrees C,-5.2
Lowest Temperature,01/1992,Claremorris,Degrees C,-4.1
Lowest Temperature,01/1992,Clones,Degrees C,-4.5
Lowest Temperature,01/1992,Cork airport,Degrees C,-2.4
Lowest Temperature,01/1992,Dublin airport,Degrees C,-2.2
Lowest Temperature,01/1992,Galway,Degrees C,-2.2
Lowest Temperature,01/1992,Kilkenny,Degrees C,-4.9
Lowest Temperature,01/1992,Malin head,Degrees C,-0.5
Lowest Temperature,01/1992,Mullingar,Degrees C,-5.9
Lowest Temperature,01/1992,Roches Point,Degrees C,-0.9
Lowest Temperature,01/1992,Rosslare,Degrees C,0.1
Lowest Temperature,01/1992,Shannon airport,Degrees C,-2
Lowest Temperature,02/1992,Belmullet,Degrees C,-0.3
Lowest Temperature,02/1992,Birr,Degrees C,-4.4
Lowest Temperature,02/1992,Valentia Observatory,Degrees C,-2.8
Lowest Temperature,02/1992,Casement,Degrees C,-1.4
Lowest Temperature,02/1992,Claremorris,Degrees C,-5
Lowest Temperature,02/1992,Clones,Degrees C,-3.7
Lowest Temperature,02/1992,Cork airport,Degrees C,-0.6
Lowest Temperature,02/1992,Dublin airport,Degrees C,0
Lowest Temperature,02/1992,Galway,Degrees C,-3
Lowest Temperature,02/1992,Kilkenny,Degrees C,-4
Lowest Temperature,02/1992,Malin head,Degrees C,0.2
Lowest Temperature,02/1992,Mullingar,Degrees C,-4.7
Lowest Temperature,02/1992,Roches Point,Degrees C,0.7
Lowest Temperature,02/1992,Rosslare,Degrees C,0.5
Lowest Temperature,02/1992,Shannon airport,Degrees C,-2.9
Lowest Temperature,03/1992,Belmullet,Degrees C,1.3
Lowest Temperature,03/1992,Birr,Degrees C,-0.8
Lowest Temperature,03/1992,Valentia Observatory,Degrees C,-1.5
Lowest Temperature,03/1992,Casement,Degrees C,-1.3
Lowest Temperature,03/1992,Claremorris,Degrees C,-1.5
Lowest Temperature,03/1992,Clones,Degrees C,0.3
Lowest Temperature,03/1992,Cork airport,Degrees C,-1.2
Lowest Temperature,03/1992,Dublin airport,Degrees C,-0.6
Lowest Temperature,03/1992,Galway,Degrees C,2
Lowest Temperature,03/1992,Kilkenny,Degrees C,-1.5
Lowest Temperature,03/1992,Malin head,Degrees C,1.7
Lowest Temperature,03/1992,Mullingar,Degrees C,-2
Lowest Temperature,03/1992,Roches Point,Degrees C,0.7
Lowest Temperature,03/1992,Rosslare,Degrees C,1.9
Lowest Temperature,03/1992,Shannon airport,Degrees C,1.5
Lowest Temperature,04/1992,Belmullet,Degrees C,2.4
Lowest Temperature,04/1992,Birr,Degrees C,0.1
Lowest Temperature,04/1992,Valentia Observatory,Degrees C,2.6
Lowest Temperature,04/1992,Casement,Degrees C,-1.4
Lowest Temperature,04/1992,Claremorris,Degrees C,0
Lowest Temperature,04/1992,Clones,Degrees C,0.7
Lowest Temperature,04/1992,Cork airport,Degrees C,-0.2
Lowest Temperature,04/1992,Dublin airport,Degrees C,0.8
Lowest Temperature,04/1992,Galway,Degrees C,-0.6
Lowest Temperature,04/1992,Kilkenny,Degrees C,-0.3
Lowest Temperature,04/1992,Malin head,Degrees C,3.5
Lowest Temperature,04/1992,Mullingar,Degrees C,0.7
Lowest Temperature,04/1992,Roches Point,Degrees C,1.6
Lowest Temperature,04/1992,Rosslare,Degrees C,1.6
Lowest Temperature,04/1992,Shannon airport,Degrees C,0.6
Lowest Temperature,05/1992,Belmullet,Degrees C,3.3
Lowest Temperature,05/1992,Birr,Degrees C,1.5
Lowest Temperature,05/1992,Valentia Observatory,Degrees C,5.5
Lowest Temperature,05/1992,Casement,Degrees C,1.8
Lowest Temperature,05/1992,Claremorris,Degrees C,1
Lowest Temperature,05/1992,Clones,Degrees C,1.7
Lowest Temperature,05/1992,Cork airport,Degrees C,3
Lowest Temperature,05/1992,Dublin airport,Degrees C,2.8
Lowest Temperature,05/1992,Galway,Degrees C,3.6
Lowest Temperature,05/1992,Kilkenny,Degrees C,1.2
Lowest Temperature,05/1992,Malin head,Degrees C,2.5
Lowest Temperature,05/1992,Mullingar,Degrees C,0.5
Lowest Temperature,05/1992,Roches Point,Degrees C,4.5
Lowest Temperature,05/1992,Rosslare,Degrees C,3.9
Lowest Temperature,05/1992,Shannon airport,Degrees C,3.8
Lowest Temperature,06/1992,Belmullet,Degrees C,6.6
Lowest Temperature,06/1992,Birr,Degrees C,6
Lowest Temperature,06/1992,Valentia Observatory,Degrees C,8.1
Lowest Temperature,06/1992,Casement,Degrees C,5.6
Lowest Temperature,06/1992,Claremorris,Degrees C,6.1
Lowest Temperature,06/1992,Clones,Degrees C,6.3
Lowest Temperature,06/1992,Cork airport,Degrees C,7.4
Lowest Temperature,06/1992,Dublin airport,Degrees C,8
Lowest Temperature,06/1992,Galway,Degrees C,9
Lowest Temperature,06/1992,Kilkenny,Degrees C,6.3
Lowest Temperature,06/1992,Malin head,Degrees C,8
Lowest Temperature,06/1992,Mullingar,Degrees C,6.9
Lowest Temperature,06/1992,Roches Point,Degrees C,9
Lowest Temperature,06/1992,Rosslare,Degrees C,10.4
Lowest Temperature,06/1992,Shannon airport,Degrees C,8.9
Lowest Temperature,07/1992,Belmullet,Degrees C,7.7
Lowest Temperature,07/1992,Birr,Degrees C,6.8
Lowest Temperature,07/1992,Valentia Observatory,Degrees C,7.7
Lowest Temperature,07/1992,Casement,Degrees C,6.6
Lowest Temperature,07/1992,Claremorris,Degrees C,5.5
Lowest Temperature,07/1992,Clones,Degrees C,6.7
Lowest Temperature,07/1992,Cork airport,Degrees C,8.6
Lowest Temperature,07/1992,Dublin airport,Degrees C,8.3
Lowest Temperature,07/1992,Galway,Degrees C,9.3
Lowest Temperature,07/1992,Kilkenny,Degrees C,5.5
Lowest Temperature,07/1992,Malin head,Degrees C,7.9
Lowest Temperature,07/1992,Mullingar,Degrees C,4.8
Lowest Temperature,07/1992,Roches Point,Degrees C,9.5
Lowest Temperature,07/1992,Rosslare,Degrees C,9.3
Lowest Temperature,07/1992,Shannon airport,Degrees C,9.9
Lowest Temperature,08/1992,Belmullet,Degrees C,6.7
Lowest Temperature,08/1992,Birr,Degrees C,5.9
Lowest Temperature,08/1992,Valentia Observatory,Degrees C,8.1
Lowest Temperature,08/1992,Casement,Degrees C,6.5
Lowest Temperature,08/1992,Claremorris,Degrees C,5.7
Lowest Temperature,08/1992,Clones,Degrees C,5.4
Lowest Temperature,08/1992,Cork airport,Degrees C,6.3
Lowest Temperature,08/1992,Dublin airport,Degrees C,6.5
Lowest Temperature,08/1992,Galway,Degrees C,7.9
Lowest Temperature,08/1992,Kilkenny,Degrees C,2.4
Lowest Temperature,08/1992,Malin head,Degrees C,8.1
Lowest Temperature,08/1992,Mullingar,Degrees C,4.9
Lowest Temperature,08/1992,Roches Point,Degrees C,0
Lowest Temperature,08/1992,Rosslare,Degrees C,7
Lowest Temperature,08/1992,Shannon airport,Degrees C,8.2
Lowest Temperature,09/1992,Belmullet,Degrees C,3.4
Lowest Temperature,09/1992,Birr,Degrees C,2.1
Lowest Temperature,09/1992,Valentia Observatory,Degrees C,2.4
Lowest Temperature,09/1992,Casement,Degrees C,2.6
Lowest Temperature,09/1992,Claremorris,Degrees C,0
Lowest Temperature,09/1992,Clones,Degrees C,2.5
Lowest Temperature,09/1992,Cork airport,Degrees C,3.3
Lowest Temperature,09/1992,Dublin airport,Degrees C,3.7
Lowest Temperature,09/1992,Galway,Degrees C,4
Lowest Temperature,09/1992,Kilkenny,Degrees C,1.9
Lowest Temperature,09/1992,Malin head,Degrees C,6
Lowest Temperature,09/1992,Mullingar,Degrees C,0.5
Lowest Temperature,09/1992,Roches Point,Degrees C,0
Lowest Temperature,09/1992,Rosslare,Degrees C,4.9
Lowest Temperature,09/1992,Shannon airport,Degrees C,2.5
Lowest Temperature,10/1992,Belmullet,Degrees C,0.7
Lowest Temperature,10/1992,Birr,Degrees C,-4.3
Lowest Temperature,10/1992,Valentia Observatory,Degrees C,0.9
Lowest Temperature,10/1992,Casement,Degrees C,-2.6
Lowest Temperature,10/1992,Claremorris,Degrees C,-2.5
Lowest Temperature,10/1992,Clones,Degrees C,-4.5
Lowest Temperature,10/1992,Cork airport,Degrees C,-0.6
Lowest Temperature,10/1992,Dublin airport,Degrees C,-0.4
Lowest Temperature,10/1992,Galway,Degrees C,1
Lowest Temperature,10/1992,Kilkenny,Degrees C,-3.1
Lowest Temperature,10/1992,Malin head,Degrees C,1.1
Lowest Temperature,10/1992,Mullingar,Degrees C,-3.7
Lowest Temperature,10/1992,Roches Point,Degrees C,0
Lowest Temperature,10/1992,Rosslare,Degrees C,1.3
Lowest Temperature,10/1992,Shannon airport,Degrees C,-1.2
Lowest Temperature,11/1992,Belmullet,Degrees C,0.7
Lowest Temperature,11/1992,Birr,Degrees C,-4.4
Lowest Temperature,11/1992,Valentia Observatory,Degrees C,2.8
Lowest Temperature,11/1992,Casement,Degrees C,-3.1
Lowest Temperature,11/1992,Claremorris,Degrees C,-1.6
Lowest Temperature,11/1992,Clones,Degrees C,-0.7
Lowest Temperature,11/1992,Cork airport,Degrees C,-0.1
Lowest Temperature,11/1992,Dublin airport,Degrees C,-0.9
Lowest Temperature,11/1992,Galway,Degrees C,-1.2
Lowest Temperature,11/1992,Kilkenny,Degrees C,-3.1
Lowest Temperature,11/1992,Malin head,Degrees C,1.8
Lowest Temperature,11/1992,Mullingar,Degrees C,-4.2
Lowest Temperature,11/1992,Roches Point,Degrees C,0
Lowest Temperature,11/1992,Rosslare,Degrees C,2
Lowest Temperature,11/1992,Shannon airport,Degrees C,-2
Lowest Temperature,12/1992,Belmullet,Degrees C,-1.4
Lowest Temperature,12/1992,Birr,Degrees C,-7.5
Lowest Temperature,12/1992,Valentia Observatory,Degrees C,-2.6
Lowest Temperature,12/1992,Casement,Degrees C,-8.3
Lowest Temperature,12/1992,Claremorris,Degrees C,-6.5
Lowest Temperature,12/1992,Clones,Degrees C,-6.2
Lowest Temperature,12/1992,Cork airport,Degrees C,-2.9
Lowest Temperature,12/1992,Dublin airport,Degrees C,-4.1
Lowest Temperature,12/1992,Galway,Degrees C,-4.8
Lowest Temperature,12/1992,Kilkenny,Degrees C,-6.4
Lowest Temperature,12/1992,Malin head,Degrees C,-1.8
Lowest Temperature,12/1992,Mullingar,Degrees C,-7.4
Lowest Temperature,12/1992,Roches Point,Degrees C,0
Lowest Temperature,12/1992,Rosslare,Degrees C,0.7
Lowest Temperature,12/1992,Shannon airport,Degrees C,-4.5
Lowest Temperature,01/1993,Belmullet,Degrees C,-0.5
Lowest Temperature,01/1993,Birr,Degrees C,-1.8
Lowest Temperature,01/1993,Valentia Observatory,Degrees C,1.2
Lowest Temperature,01/1993,Casement,Degrees C,-1.4
Lowest Temperature,01/1993,Claremorris,Degrees C,-2.2
Lowest Temperature,01/1993,Clones,Degrees C,-1.4
Lowest Temperature,01/1993,Cork airport,Degrees C,-0.5
Lowest Temperature,01/1993,Dublin airport,Degrees C,-0.7
Lowest Temperature,01/1993,Galway,Degrees C,-0.3
Lowest Temperature,01/1993,Kilkenny,Degrees C,-2.7
Lowest Temperature,01/1993,Malin head,Degrees C,0.1
Lowest Temperature,01/1993,Mullingar,Degrees C,-1
Lowest Temperature,01/1993,Roches Point,Degrees C,0
Lowest Temperature,01/1993,Rosslare,Degrees C,1.4
Lowest Temperature,01/1993,Shannon airport,Degrees C,-0.2
Lowest Temperature,02/1993,Belmullet,Degrees C,0
Lowest Temperature,02/1993,Birr,Degrees C,-1.8
Lowest Temperature,02/1993,Valentia Observatory,Degrees C,0.1
Lowest Temperature,02/1993,Casement,Degrees C,-4.1
Lowest Temperature,02/1993,Claremorris,Degrees C,-1.7
Lowest Temperature,02/1993,Clones,Degrees C,-1.1
Lowest Temperature,02/1993,Cork airport,Degrees C,0.2
Lowest Temperature,02/1993,Dublin airport,Degrees C,-1.5
Lowest Temperature,02/1993,Galway,Degrees C,0.2
Lowest Temperature,02/1993,Kilkenny,Degrees C,-3.9
Lowest Temperature,02/1993,Malin head,Degrees C,1.8
Lowest Temperature,02/1993,Mullingar,Degrees C,-2.6
Lowest Temperature,02/1993,Roches Point,Degrees C,0
Lowest Temperature,02/1993,Rosslare,Degrees C,1
Lowest Temperature,02/1993,Shannon airport,Degrees C,0
Lowest Temperature,03/1993,Belmullet,Degrees C,-1.7
Lowest Temperature,03/1993,Birr,Degrees C,-4.5
Lowest Temperature,03/1993,Valentia Observatory,Degrees C,-0.8
Lowest Temperature,03/1993,Casement,Degrees C,-2.7
Lowest Temperature,03/1993,Claremorris,Degrees C,-4
Lowest Temperature,03/1993,Clones,Degrees C,-4
Lowest Temperature,03/1993,Cork airport,Degrees C,-2.3
Lowest Temperature,03/1993,Dublin airport,Degrees C,0.4
Lowest Temperature,03/1993,Galway,Degrees C,-1.8
Lowest Temperature,03/1993,Kilkenny,Degrees C,-2.8
Lowest Temperature,03/1993,Malin head,Degrees C,-1.9
Lowest Temperature,03/1993,Mullingar,Degrees C,-2.9
Lowest Temperature,03/1993,Roches Point,Degrees C,0
Lowest Temperature,03/1993,Rosslare,Degrees C,1
Lowest Temperature,03/1993,Shannon airport,Degrees C,-2.8
Lowest Temperature,04/1993,Belmullet,Degrees C,3
Lowest Temperature,04/1993,Birr,Degrees C,0.1
Lowest Temperature,04/1993,Valentia Observatory,Degrees C,2.5
Lowest Temperature,04/1993,Casement,Degrees C,1
Lowest Temperature,04/1993,Claremorris,Degrees C,-0.8
Lowest Temperature,04/1993,Clones,Degrees C,0.1
Lowest Temperature,04/1993,Cork airport,Degrees C,0.4
Lowest Temperature,04/1993,Dublin airport,Degrees C,1.4
Lowest Temperature,04/1993,Galway,Degrees C,3
Lowest Temperature,04/1993,Kilkenny,Degrees C,-1.9
Lowest Temperature,04/1993,Malin head,Degrees C,3.6
Lowest Temperature,04/1993,Mullingar,Degrees C,-1.1
Lowest Temperature,04/1993,Roches Point,Degrees C,0
Lowest Temperature,04/1993,Rosslare,Degrees C,1.7
Lowest Temperature,04/1993,Shannon airport,Degrees C,2.5
Lowest Temperature,05/1993,Belmullet,Degrees C,2.3
Lowest Temperature,05/1993,Birr,Degrees C,-1.2
Lowest Temperature,05/1993,Valentia Observatory,Degrees C,1
Lowest Temperature,05/1993,Casement,Degrees C,-0.2
Lowest Temperature,05/1993,Claremorris,Degrees C,-1.5
Lowest Temperature,05/1993,Clones,Degrees C,-0.2
Lowest Temperature,05/1993,Cork airport,Degrees C,1.1
Lowest Temperature,05/1993,Dublin airport,Degrees C,1.4
Lowest Temperature,05/1993,Galway,Degrees C,3.2
Lowest Temperature,05/1993,Kilkenny,Degrees C,-0.6
Lowest Temperature,05/1993,Malin head,Degrees C,1.8
Lowest Temperature,05/1993,Mullingar,Degrees C,-0.1
Lowest Temperature,05/1993,Roches Point,Degrees C,0
Lowest Temperature,05/1993,Rosslare,Degrees C,2.6
Lowest Temperature,05/1993,Shannon airport,Degrees C,1.6
Lowest Temperature,06/1993,Belmullet,Degrees C,7.7
Lowest Temperature,06/1993,Birr,Degrees C,3.8
Lowest Temperature,06/1993,Valentia Observatory,Degrees C,5.2
Lowest Temperature,06/1993,Casement,Degrees C,4.5
Lowest Temperature,06/1993,Claremorris,Degrees C,3.9
Lowest Temperature,06/1993,Clones,Degrees C,5.2
Lowest Temperature,06/1993,Cork airport,Degrees C,6.6
Lowest Temperature,06/1993,Dublin airport,Degrees C,6.3
Lowest Temperature,06/1993,Galway,Degrees C,7.2
Lowest Temperature,06/1993,Kilkenny,Degrees C,5.5
Lowest Temperature,06/1993,Malin head,Degrees C,7
Lowest Temperature,06/1993,Mullingar,Degrees C,4.5
Lowest Temperature,06/1993,Roches Point,Degrees C,0
Lowest Temperature,06/1993,Rosslare,Degrees C,7.8
Lowest Temperature,06/1993,Shannon airport,Degrees C,6.8
Lowest Temperature,07/1993,Belmullet,Degrees C,7
Lowest Temperature,07/1993,Birr,Degrees C,6.1
Lowest Temperature,07/1993,Valentia Observatory,Degrees C,8
Lowest Temperature,07/1993,Casement,Degrees C,6.2
Lowest Temperature,07/1993,Claremorris,Degrees C,5.3
Lowest Temperature,07/1993,Clones,Degrees C,5.1
Lowest Temperature,07/1993,Cork airport,Degrees C,6.8
Lowest Temperature,07/1993,Dublin airport,Degrees C,7.4
Lowest Temperature,07/1993,Galway,Degrees C,8.4
Lowest Temperature,07/1993,Kilkenny,Degrees C,5.2
Lowest Temperature,07/1993,Malin head,Degrees C,7.6
Lowest Temperature,07/1993,Mullingar,Degrees C,5.9
Lowest Temperature,07/1993,Roches Point,Degrees C,0
Lowest Temperature,07/1993,Rosslare,Degrees C,8.1
Lowest Temperature,07/1993,Shannon airport,Degrees C,7.6
Lowest Temperature,08/1993,Belmullet,Degrees C,6
Lowest Temperature,08/1993,Birr,Degrees C,3.6
Lowest Temperature,08/1993,Valentia Observatory,Degrees C,5.5
Lowest Temperature,08/1993,Casement,Degrees C,4.2
Lowest Temperature,08/1993,Claremorris,Degrees C,3.4
Lowest Temperature,08/1993,Clones,Degrees C,6
Lowest Temperature,08/1993,Cork airport,Degrees C,5.8
Lowest Temperature,08/1993,Dublin airport,Degrees C,6.1
Lowest Temperature,08/1993,Galway,Degrees C,7
Lowest Temperature,08/1993,Kilkenny,Degrees C,2.2
Lowest Temperature,08/1993,Malin head,Degrees C,7.9
Lowest Temperature,08/1993,Mullingar,Degrees C,3.9
Lowest Temperature,08/1993,Roches Point,Degrees C,0
Lowest Temperature,08/1993,Rosslare,Degrees C,7.8
Lowest Temperature,08/1993,Shannon airport,Degrees C,5.9
Lowest Temperature,09/1993,Belmullet,Degrees C,4
Lowest Temperature,09/1993,Birr,Degrees C,1.4
Lowest Temperature,09/1993,Valentia Observatory,Degrees C,3.8
Lowest Temperature,09/1993,Casement,Degrees C,2.8
Lowest Temperature,09/1993,Claremorris,Degrees C,-0.4
Lowest Temperature,09/1993,Clones,Degrees C,2.5
Lowest Temperature,09/1993,Cork airport,Degrees C,4.8
Lowest Temperature,09/1993,Dublin airport,Degrees C,4.5
Lowest Temperature,09/1993,Galway,Degrees C,3.7
Lowest Temperature,09/1993,Kilkenny,Degrees C,1
Lowest Temperature,09/1993,Malin head,Degrees C,6.3
Lowest Temperature,09/1993,Mullingar,Degrees C,0.4
Lowest Temperature,09/1993,Roches Point,Degrees C,0
Lowest Temperature,09/1993,Rosslare,Degrees C,5.9
Lowest Temperature,09/1993,Shannon airport,Degrees C,4.8
Lowest Temperature,10/1993,Belmullet,Degrees C,-1.7
Lowest Temperature,10/1993,Birr,Degrees C,-5.2
Lowest Temperature,10/1993,Valentia Observatory,Degrees C,0.2
Lowest Temperature,10/1993,Casement,Degrees C,-4.1
Lowest Temperature,10/1993,Claremorris,Degrees C,-4.3
Lowest Temperature,10/1993,Clones,Degrees C,-3
Lowest Temperature,10/1993,Cork airport,Degrees C,-0.9
Lowest Temperature,10/1993,Dublin airport,Degrees C,-1.1
Lowest Temperature,10/1993,Galway,Degrees C,-1
Lowest Temperature,10/1993,Kilkenny,Degrees C,-4.8
Lowest Temperature,10/1993,Malin head,Degrees C,0.4
Lowest Temperature,10/1993,Mullingar,Degrees C,-4.4
Lowest Temperature,10/1993,Roches Point,Degrees C,0
Lowest Temperature,10/1993,Rosslare,Degrees C,3.4
Lowest Temperature,10/1993,Shannon airport,Degrees C,-2
Lowest Temperature,11/1993,Belmullet,Degrees C,-0.1
Lowest Temperature,11/1993,Birr,Degrees C,-4.8
Lowest Temperature,11/1993,Valentia Observatory,Degrees C,0.4
Lowest Temperature,11/1993,Casement,Degrees C,-5
Lowest Temperature,11/1993,Claremorris,Degrees C,-3.7
Lowest Temperature,11/1993,Clones,Degrees C,-3.9
Lowest Temperature,11/1993,Cork airport,Degrees C,0.5
Lowest Temperature,11/1993,Dublin airport,Degrees C,-0.9
Lowest Temperature,11/1993,Galway,Degrees C,-1.5
Lowest Temperature,11/1993,Kilkenny,Degrees C,-6.1
Lowest Temperature,11/1993,Malin head,Degrees C,-1.2
Lowest Temperature,11/1993,Mullingar,Degrees C,-6.9
Lowest Temperature,11/1993,Roches Point,Degrees C,0
Lowest Temperature,11/1993,Rosslare,Degrees C,2.6
Lowest Temperature,11/1993,Shannon airport,Degrees C,-0.3
Lowest Temperature,12/1993,Belmullet,Degrees C,-0.5
Lowest Temperature,12/1993,Birr,Degrees C,-2.4
Lowest Temperature,12/1993,Valentia Observatory,Degrees C,1.5
Lowest Temperature,12/1993,Casement,Degrees C,-2.8
Lowest Temperature,12/1993,Claremorris,Degrees C,-2.5
Lowest Temperature,12/1993,Clones,Degrees C,-2
Lowest Temperature,12/1993,Cork airport,Degrees C,-0.5
Lowest Temperature,12/1993,Dublin airport,Degrees C,-1
Lowest Temperature,12/1993,Galway,Degrees C,0.5
Lowest Temperature,12/1993,Kilkenny,Degrees C,-2.7
