Statistic Label,Month,Meteorological Weather Station,UNIT,VALUE
Lowest Temperature,12/2017,Shannon airport,Degrees C,-2.9
Lowest Temperature,01/2018,Belmullet,Degrees C,-2.5
Lowest Temperature,01/2018,Birr,Degrees C,0
Lowest Temperature,01/2018,Valentia Observatory,Degrees C,-0.8
Lowest Temperature,01/2018,Casement,Degrees C,-3.1
Lowest Temperature,01/2018,Claremorris,Degrees C,-5.3
Lowest Temperature,01/2018,Clones,Degrees C,0
Lowest Temperature,01/2018,Cork airport,Degrees C,-0.9
Lowest Temperature,01/2018,Dublin airport,Degrees C,-3.2
Lowest Temperature,01/2018,Galway,Degrees C,0
Lowest Temperature,01/2018,Kilkenny,Degrees C,0
Lowest Temperature,01/2018,Malin head,Degrees C,-2
Lowest Temperature,01/2018,Mullingar,Degrees C,-2.4
Lowest Temperature,01/2018,Roches Point,Degrees C,1.1
Lowest Temperature,01/2018,Rosslare,Degrees C,0
Lowest Temperature,01/2018,Shannon airport,Degrees C,-4.4
Lowest Temperature,02/2018,Belmullet,Degrees C,-2.2
Lowest Temperature,02/2018,Birr,Degrees C,0
Lowest Temperature,02/2018,Valentia Observatory,Degrees C,-2.5
Lowest Temperature,02/2018,Casement,Degrees C,-3.9
Lowest Temperature,02/2018,Claremorris,Degrees C,-4.1
Lowest Temperature,02/2018,Clones,Degrees C,0
Lowest Temperature,02/2018,Cork airport,Degrees C,-4.1
Lowest Temperature,02/2018,Dublin airport,Degrees C,-3.4
Lowest Temperature,02/2018,Galway,Degrees C,0
Lowest Temperature,02/2018,Kilkenny,Degrees C,0
Lowest Temperature,02/2018,Malin head,Degrees C,-0.6
Lowest Temperature,02/2018,Mullingar,Degrees C,-4.2
Lowest Temperature,02/2018,Roches Point,Degrees C,-3.4
Lowest Temperature,02/2018,Rosslare,Degrees C,0
Lowest Temperature,02/2018,Shannon airport,Degrees C,-3.8
Lowest Temperature,03/2018,Belmullet,Degrees C,-3.5
Lowest Temperature,03/2018,Birr,Degrees C,0
Lowest Temperature,03/2018,Valentia Observatory,Degrees C,-5
Lowest Temperature,03/2018,Casement,Degrees C,-5.1
Lowest Temperature,03/2018,Claremorris,Degrees C,-5.7
Lowest Temperature,03/2018,Clones,Degrees C,0
Lowest Temperature,03/2018,Cork airport,Degrees C,-7
Lowest Temperature,03/2018,Dublin airport,Degrees C,-5.1
Lowest Temperature,03/2018,Galway,Degrees C,0
Lowest Temperature,03/2018,Kilkenny,Degrees C,0
Lowest Temperature,03/2018,Malin head,Degrees C,-2.4
Lowest Temperature,03/2018,Mullingar,Degrees C,-5.1
Lowest Temperature,03/2018,Roches Point,Degrees C,-5.4
Lowest Temperature,03/2018,Rosslare,Degrees C,0
Lowest Temperature,03/2018,Shannon airport,Degrees C,-5
Lowest Temperature,04/2018,Belmullet,Degrees C,0
Lowest Temperature,04/2018,Birr,Degrees C,0
Lowest Temperature,04/2018,Valentia Observatory,Degrees C,0.5
Lowest Temperature,04/2018,Casement,Degrees C,-3.8
Lowest Temperature,04/2018,Claremorris,Degrees C,-4
Lowest Temperature,04/2018,Clones,Degrees C,0
Lowest Temperature,04/2018,Cork airport,Degrees C,0.8
Lowest Temperature,04/2018,Dublin airport,Degrees C,-2.1
Lowest Temperature,04/2018,Galway,Degrees C,0
Lowest Temperature,04/2018,Kilkenny,Degrees C,0
Lowest Temperature,04/2018,Malin head,Degrees C,0.3
Lowest Temperature,04/2018,Mullingar,Degrees C,-5.3
Lowest Temperature,04/2018,Roches Point,Degrees C,1.4
Lowest Temperature,04/2018,Rosslare,Degrees C,0
Lowest Temperature,04/2018,Shannon airport,Degrees C,-1.5
Lowest Temperature,05/2018,Belmullet,Degrees C,5.2
Lowest Temperature,05/2018,Birr,Degrees C,0
Lowest Temperature,05/2018,Valentia Observatory,Degrees C,3.8
Lowest Temperature,05/2018,Casement,Degrees C,1.3
Lowest Temperature,05/2018,Claremorris,Degrees C,2
Lowest Temperature,05/2018,Clones,Degrees C,0
Lowest Temperature,05/2018,Cork airport,Degrees C,2.5
Lowest Temperature,05/2018,Dublin airport,Degrees C,0.4
Lowest Temperature,05/2018,Galway,Degrees C,0
Lowest Temperature,05/2018,Kilkenny,Degrees C,0
Lowest Temperature,05/2018,Malin head,Degrees C,3.8
Lowest Temperature,05/2018,Mullingar,Degrees C,0.9
Lowest Temperature,05/2018,Roches Point,Degrees C,5
Lowest Temperature,05/2018,Rosslare,Degrees C,0
Lowest Temperature,05/2018,Shannon airport,Degrees C,3.1
Lowest Temperature,06/2018,Belmullet,Degrees C,6.1
Lowest Temperature,06/2018,Birr,Degrees C,0
Lowest Temperature,06/2018,Valentia Observatory,Degrees C,6.2
Lowest Temperature,06/2018,Casement,Degrees C,3.7
Lowest Temperature,06/2018,Claremorris,Degrees C,4.2
Lowest Temperature,06/2018,Clones,Degrees C,0
Lowest Temperature,06/2018,Cork airport,Degrees C,7.4
Lowest Temperature,06/2018,Dublin airport,Degrees C,3.8
Lowest Temperature,06/2018,Galway,Degrees C,0
Lowest Temperature,06/2018,Kilkenny,Degrees C,0
Lowest Temperature,06/2018,Malin head,Degrees C,7.4
Lowest Temperature,06/2018,Mullingar,Degrees C,4.3
Lowest Temperature,06/2018,Roches Point,Degrees C,9.3
Lowest Temperature,06/2018,Rosslare,Degrees C,0
Lowest Temperature,06/2018,Shannon airport,Degrees C,5.5
Lowest Temperature,07/2018,Belmullet,Degrees C,8.8
Lowest Temperature,07/2018,Birr,Degrees C,0
Lowest Temperature,07/2018,Valentia Observatory,Degrees C,8.4
Lowest Temperature,07/2018,Casement,Degrees C,6.6
Lowest Temperature,07/2018,Claremorris,Degrees C,5.6
Lowest Temperature,07/2018,Clones,Degrees C,0
Lowest Temperature,07/2018,Cork airport,Degrees C,8.5
Lowest Temperature,07/2018,Dublin airport,Degrees C,5.2
Lowest Temperature,07/2018,Galway,Degrees C,0
Lowest Temperature,07/2018,Kilkenny,Degrees C,0
Lowest Temperature,07/2018,Malin head,Degrees C,7.8
Lowest Temperature,07/2018,Mullingar,Degrees C,6
Lowest Temperature,07/2018,Roches Point,Degrees C,10.9
Lowest Temperature,07/2018,Rosslare,Degrees C,0
Lowest Temperature,07/2018,Shannon airport,Degrees C,9.4
Lowest Temperature,08/2018,Belmullet,Degrees C,7.2
Lowest Temperature,08/2018,Birr,Degrees C,0
Lowest Temperature,08/2018,Valentia Observatory,Degrees C,5.8
Lowest Temperature,08/2018,Casement,Degrees C,6
Lowest Temperature,08/2018,Claremorris,Degrees C,5.2
Lowest Temperature,08/2018,Clones,Degrees C,0
Lowest Temperature,08/2018,Cork airport,Degrees C,7
Lowest Temperature,08/2018,Dublin airport,Degrees C,3.9
Lowest Temperature,08/2018,Galway,Degrees C,0
Lowest Temperature,08/2018,Kilkenny,Degrees C,0
Lowest Temperature,08/2018,Malin head,Degrees C,8.1
Lowest Temperature,08/2018,Mullingar,Degrees C,2.6
Lowest Temperature,08/2018,Roches Point,Degrees C,8.2
Lowest Temperature,08/2018,Rosslare,Degrees C,0
Lowest Temperature,08/2018,Shannon airport,Degrees C,5.3
Lowest Temperature,09/2018,Belmullet,Degrees C,5.4
Lowest Temperature,09/2018,Birr,Degrees C,0
Lowest Temperature,09/2018,Valentia Observatory,Degrees C,3
Lowest Temperature,09/2018,Casement,Degrees C,0.7
Lowest Temperature,09/2018,Claremorris,Degrees C,-0.2
Lowest Temperature,09/2018,Clones,Degrees C,0
Lowest Temperature,09/2018,Cork airport,Degrees C,4.7
Lowest Temperature,09/2018,Dublin airport,Degrees C,0.4
Lowest Temperature,09/2018,Galway,Degrees C,0
Lowest Temperature,09/2018,Kilkenny,Degrees C,0
Lowest Temperature,09/2018,Malin head,Degrees C,7.1
Lowest Temperature,09/2018,Mullingar,Degrees C,-1.6
Lowest Temperature,09/2018,Roches Point,Degrees C,5.9
Lowest Temperature,09/2018,Rosslare,Degrees C,0
Lowest Temperature,09/2018,Shannon airport,Degrees C,3
Lowest Temperature,10/2018,Belmullet,Degrees C,3.2
Lowest Temperature,10/2018,Birr,Degrees C,0
Lowest Temperature,10/2018,Valentia Observatory,Degrees C,2.1
Lowest Temperature,10/2018,Casement,Degrees C,-4.3
Lowest Temperature,10/2018,Claremorris,Degrees C,-1
Lowest Temperature,10/2018,Clones,Degrees C,0
Lowest Temperature,10/2018,Cork airport,Degrees C,0.3
Lowest Temperature,10/2018,Dublin airport,Degrees C,-4.7
Lowest Temperature,10/2018,Galway,Degrees C,0
Lowest Temperature,10/2018,Kilkenny,Degrees C,0
Lowest Temperature,10/2018,Malin head,Degrees C,1.5
Lowest Temperature,10/2018,Mullingar,Degrees C,-3.9
Lowest Temperature,10/2018,Roches Point,Degrees C,3
Lowest Temperature,10/2018,Rosslare,Degrees C,0
Lowest Temperature,10/2018,Shannon airport,Degrees C,-1.1
Lowest Temperature,11/2018,Belmullet,Degrees C,1
Lowest Temperature,11/2018,Birr,Degrees C,0
Lowest Temperature,11/2018,Valentia Observatory,Degrees C,0.9
Lowest Temperature,11/2018,Casement,Degrees C,-0.8
Lowest Temperature,11/2018,Claremorris,Degrees C,-2.4
Lowest Temperature,11/2018,Clones,Degrees C,0
Lowest Temperature,11/2018,Cork airport,Degrees C,1.7
Lowest Temperature,11/2018,Dublin airport,Degrees C,1.1
Lowest Temperature,11/2018,Galway,Degrees C,0
Lowest Temperature,11/2018,Kilkenny,Degrees C,0
Lowest Temperature,11/2018,Malin head,Degrees C,2.5
Lowest Temperature,11/2018,Mullingar,Degrees C,-4.1
Lowest Temperature,11/2018,Roches Point,Degrees C,2.1
Lowest Temperature,11/2018,Rosslare,Degrees C,0
Lowest Temperature,11/2018,Shannon airport,Degrees C,0.1
Lowest Temperature,12/2018,Belmullet,Degrees C,2
Lowest Temperature,12/2018,Birr,Degrees C,0
Lowest Temperature,12/2018,Valentia Observatory,Degrees C,0.5
Lowest Temperature,12/2018,Casement,Degrees C,0
Lowest Temperature,12/2018,Claremorris,Degrees C,-0.9
Lowest Temperature,12/2018,Clones,Degrees C,0
Lowest Temperature,12/2018,Cork airport,Degrees C,1.8
Lowest Temperature,12/2018,Dublin airport,Degrees C,0.8
Lowest Temperature,12/2018,Galway,Degrees C,0
Lowest Temperature,12/2018,Kilkenny,Degrees C,0
Lowest Temperature,12/2018,Malin head,Degrees C,1.2
Lowest Temperature,12/2018,Mullingar,Degrees C,-2
Lowest Temperature,12/2018,Roches Point,Degrees C,2.4
Lowest Temperature,12/2018,Rosslare,Degrees C,0
Lowest Temperature,12/2018,Shannon airport,Degrees C,-0.2
Lowest Temperature,01/2019,Belmullet,Degrees C,0.6
Lowest Temperature,01/2019,Birr,Degrees C,0
Lowest Temperature,01/2019,Valentia Observatory,Degrees C,0.1
Lowest Temperature,01/2019,Casement,Degrees C,-3
Lowest Temperature,01/2019,Claremorris,Degrees C,-1.8
Lowest Temperature,01/2019,Clones,Degrees C,0
Lowest Temperature,01/2019,Cork airport,Degrees C,-2.1
Lowest Temperature,01/2019,Dublin airport,Degrees C,-5.8
Lowest Temperature,01/2019,Galway,Degrees C,0
Lowest Temperature,01/2019,Kilkenny,Degrees C,0
Lowest Temperature,01/2019,Malin head,Degrees C,-1.8
Lowest Temperature,01/2019,Mullingar,Degrees C,-4.8
Lowest Temperature,01/2019,Roches Point,Degrees C,0.6
Lowest Temperature,01/2019,Rosslare,Degrees C,0
Lowest Temperature,01/2019,Shannon airport,Degrees C,-0.4
Lowest Temperature,02/2019,Belmullet,Degrees C,-0.2
Lowest Temperature,02/2019,Birr,Degrees C,0
Lowest Temperature,02/2019,Valentia Observatory,Degrees C,-1.3
Lowest Temperature,02/2019,Casement,Degrees C,-4.1
Lowest Temperature,02/2019,Claremorris,Degrees C,-3.2
Lowest Temperature,02/2019,Clones,Degrees C,0
Lowest Temperature,02/2019,Cork airport,Degrees C,-0.7
Lowest Temperature,02/2019,Dublin airport,Degrees C,-3.8
Lowest Temperature,02/2019,Galway,Degrees C,0
Lowest Temperature,02/2019,Kilkenny,Degrees C,0
Lowest Temperature,02/2019,Malin head,Degrees C,1.4
Lowest Temperature,02/2019,Mullingar,Degrees C,-3.7
Lowest Temperature,02/2019,Roches Point,Degrees C,1.3
Lowest Temperature,02/2019,Rosslare,Degrees C,0
Lowest Temperature,02/2019,Shannon airport,Degrees C,-3.7
Lowest Temperature,03/2019,Belmullet,Degrees C,2.3
Lowest Temperature,03/2019,Birr,Degrees C,0
Lowest Temperature,03/2019,Valentia Observatory,Degrees C,1.1
Lowest Temperature,03/2019,Casement,Degrees C,-2.8
Lowest Temperature,03/2019,Claremorris,Degrees C,-0.1
Lowest Temperature,03/2019,Clones,Degrees C,0
Lowest Temperature,03/2019,Cork airport,Degrees C,-0.4
Lowest Temperature,03/2019,Dublin airport,Degrees C,-2.1
Lowest Temperature,03/2019,Galway,Degrees C,0
Lowest Temperature,03/2019,Kilkenny,Degrees C,0
Lowest Temperature,03/2019,Malin head,Degrees C,2.1
Lowest Temperature,03/2019,Mullingar,Degrees C,-2.5
Lowest Temperature,03/2019,Roches Point,Degrees C,2.1
Lowest Temperature,03/2019,Rosslare,Degrees C,0
Lowest Temperature,03/2019,Shannon airport,Degrees C,0.7
Lowest Temperature,04/2019,Belmullet,Degrees C,1.1
Lowest Temperature,04/2019,Birr,Degrees C,0
Lowest Temperature,04/2019,Valentia Observatory,Degrees C,-1
Lowest Temperature,04/2019,Casement,Degrees C,-1.7
Lowest Temperature,04/2019,Claremorris,Degrees C,-0.5
Lowest Temperature,04/2019,Clones,Degrees C,0
Lowest Temperature,04/2019,Cork airport,Degrees C,-0.1
Lowest Temperature,04/2019,Dublin airport,Degrees C,-0.8
Lowest Temperature,04/2019,Galway,Degrees C,0
Lowest Temperature,04/2019,Kilkenny,Degrees C,0
Lowest Temperature,04/2019,Malin head,Degrees C,1
Lowest Temperature,04/2019,Mullingar,Degrees C,-2.1
Lowest Temperature,04/2019,Roches Point,Degrees C,1
Lowest Temperature,04/2019,Rosslare,Degrees C,0
Lowest Temperature,04/2019,Shannon airport,Degrees C,1
Lowest Temperature,05/2019,Belmullet,Degrees C,1.1
Lowest Temperature,05/2019,Birr,Degrees C,0
Lowest Temperature,05/2019,Valentia Observatory,Degrees C,2.1
Lowest Temperature,05/2019,Casement,Degrees C,-1.3
Lowest Temperature,05/2019,Claremorris,Degrees C,-1.9
Lowest Temperature,05/2019,Clones,Degrees C,0
Lowest Temperature,05/2019,Cork airport,Degrees C,2.8
Lowest Temperature,05/2019,Dublin airport,Degrees C,-0.8
Lowest Temperature,05/2019,Galway,Degrees C,0
Lowest Temperature,05/2019,Kilkenny,Degrees C,0
Lowest Temperature,05/2019,Malin head,Degrees C,3.3
Lowest Temperature,05/2019,Mullingar,Degrees C,-2.5
Lowest Temperature,05/2019,Roches Point,Degrees C,3.4
Lowest Temperature,05/2019,Rosslare,Degrees C,0
Lowest Temperature,05/2019,Shannon airport,Degrees C,0.8
Lowest Temperature,06/2019,Belmullet,Degrees C,5.5
Lowest Temperature,06/2019,Birr,Degrees C,0
Lowest Temperature,06/2019,Valentia Observatory,Degrees C,4.2
Lowest Temperature,06/2019,Casement,Degrees C,4.5
Lowest Temperature,06/2019,Claremorris,Degrees C,1.8
Lowest Temperature,06/2019,Clones,Degrees C,0
Lowest Temperature,06/2019,Cork airport,Degrees C,5.5
Lowest Temperature,06/2019,Dublin airport,Degrees C,2
Lowest Temperature,06/2019,Galway,Degrees C,0
Lowest Temperature,06/2019,Kilkenny,Degrees C,0
Lowest Temperature,06/2019,Malin head,Degrees C,5.6
Lowest Temperature,06/2019,Mullingar,Degrees C,3.1
Lowest Temperature,06/2019,Roches Point,Degrees C,6.5
Lowest Temperature,06/2019,Rosslare,Degrees C,0
Lowest Temperature,06/2019,Shannon airport,Degrees C,4.8
Lowest Temperature,07/2019,Belmullet,Degrees C,8.4
Lowest Temperature,07/2019,Birr,Degrees C,0
Lowest Temperature,07/2019,Valentia Observatory,Degrees C,8.2
Lowest Temperature,07/2019,Casement,Degrees C,6.8
Lowest Temperature,07/2019,Claremorris,Degrees C,5.8
Lowest Temperature,07/2019,Clones,Degrees C,0
Lowest Temperature,07/2019,Cork airport,Degrees C,9.9
Lowest Temperature,07/2019,Dublin airport,Degrees C,4.4
Lowest Temperature,07/2019,Galway,Degrees C,0
Lowest Temperature,07/2019,Kilkenny,Degrees C,0
Lowest Temperature,07/2019,Malin head,Degrees C,9
Lowest Temperature,07/2019,Mullingar,Degrees C,6.3
Lowest Temperature,07/2019,Roches Point,Degrees C,11
Lowest Temperature,07/2019,Rosslare,Degrees C,0
Lowest Temperature,07/2019,Shannon airport,Degrees C,8.3
Lowest Temperature,08/2019,Belmullet,Degrees C,8.6
Lowest Temperature,08/2019,Birr,Degrees C,0
Lowest Temperature,08/2019,Valentia Observatory,Degrees C,8.9
Lowest Temperature,08/2019,Casement,Degrees C,6.9
Lowest Temperature,08/2019,Claremorris,Degrees C,4.6
Lowest Temperature,08/2019,Clones,Degrees C,0
Lowest Temperature,08/2019,Cork airport,Degrees C,8.2
Lowest Temperature,08/2019,Dublin airport,Degrees C,7.8
Lowest Temperature,08/2019,Galway,Degrees C,0
Lowest Temperature,08/2019,Kilkenny,Degrees C,0
Lowest Temperature,08/2019,Malin head,Degrees C,10
Lowest Temperature,08/2019,Mullingar,Degrees C,4.7
Lowest Temperature,08/2019,Roches Point,Degrees C,9.7
Lowest Temperature,08/2019,Rosslare,Degrees C,0
Lowest Temperature,08/2019,Shannon airport,Degrees C,8.5
Lowest Temperature,09/2019,Belmullet,Degrees C,6.6
Lowest Temperature,09/2019,Birr,Degrees C,0
Lowest Temperature,09/2019,Valentia Observatory,Degrees C,6.9
Lowest Temperature,09/2019,Casement,Degrees C,4.5
Lowest Temperature,09/2019,Claremorris,Degrees C,3.7
Lowest Temperature,09/2019,Clones,Degrees C,0
Lowest Temperature,09/2019,Cork airport,Degrees C,7.3
Lowest Temperature,09/2019,Dublin airport,Degrees C,3.4
Lowest Temperature,09/2019,Galway,Degrees C,0
Lowest Temperature,09/2019,Kilkenny,Degrees C,0
Lowest Temperature,09/2019,Malin head,Degrees C,7.4
Lowest Temperature,09/2019,Mullingar,Degrees C,2.9
Lowest Temperature,09/2019,Roches Point,Degrees C,8.2
Lowest Temperature,09/2019,Rosslare,Degrees C,0
Lowest Temperature,09/2019,Shannon airport,Degrees C,6.1
Lowest Temperature,10/2019,Belmullet,Degrees C,2.1
Lowest Temperature,10/2019,Birr,Degrees C,0
Lowest Temperature,10/2019,Valentia Observatory,Degrees C,3.1
Lowest Temperature,10/2019,Casement,Degrees C,-2.4
Lowest Temperature,10/2019,Claremorris,Degrees C,-0.9
Lowest Temperature,10/2019,Clones,Degrees C,0
Lowest Temperature,10/2019,Cork airport,Degrees C,2
Lowest Temperature,10/2019,Dublin airport,Degrees C,-1.4
Lowest Temperature,10/2019,Galway,Degrees C,0
Lowest Temperature,10/2019,Kilkenny,Degrees C,0
Lowest Temperature,10/2019,Malin head,Degrees C,3.4
Lowest Temperature,10/2019,Mullingar,Degrees C,-1.1
Lowest Temperature,10/2019,Roches Point,Degrees C,3.3
Lowest Temperature,10/2019,Rosslare,Degrees C,0
Lowest Temperature,10/2019,Shannon airport,Degrees C,1
Lowest Temperature,11/2019,Belmullet,Degrees C,-0.7
Lowest Temperature,11/2019,Birr,Degrees C,0
Lowest Temperature,11/2019,Valentia Observatory,Degrees C,-0.4
Lowest Temperature,11/2019,Casement,Degrees C,-3.7
Lowest Temperature,11/2019,Claremorris,Degrees C,-3.8
Lowest Temperature,11/2019,Clones,Degrees C,0
Lowest Temperature,11/2019,Cork airport,Degrees C,0.6
Lowest Temperature,11/2019,Dublin airport,Degrees C,-2.4
Lowest Temperature,11/2019,Galway,Degrees C,0
Lowest Temperature,11/2019,Kilkenny,Degrees C,0
Lowest Temperature,11/2019,Malin head,Degrees C,0.3
Lowest Temperature,11/2019,Mullingar,Degrees C,-4
Lowest Temperature,11/2019,Roches Point,Degrees C,2.1
Lowest Temperature,11/2019,Rosslare,Degrees C,0
Lowest Temperature,11/2019,Shannon airport,Degrees C,-2
Lowest Temperature,12/2019,Belmullet,Degrees C,0.7
Lowest Temperature,12/2019,Birr,Degrees C,0
Lowest Temperature,12/2019,Valentia Observatory,Degrees C,-1.2
Lowest Temperature,12/2019,Casement,Degrees C,-2.4
Lowest Temperature,12/2019,Claremorris,Degrees C,-1.9
Lowest Temperature,12/2019,Clones,Degrees C,0
Lowest Temperature,12/2019,Cork airport,Degrees C,0.1
Lowest Temperature,12/2019,Dublin airport,Degrees C,-2.9
Lowest Temperature,12/2019,Galway,Degrees C,0
Lowest Temperature,12/2019,Kilkenny,Degrees C,0
Lowest Temperature,12/2019,Malin head,Degrees C,0.5
Lowest Temperature,12/2019,Mullingar,Degrees C,-2.3
Lowest Temperature,12/2019,Roches Point,Degrees C,0.4
Lowest Temperature,12/2019,Rosslare,Degrees C,0
Lowest Temperature,12/2019,Shannon airport,Degrees C,-1.8
Lowest Temperature,01/2020,Belmullet,Degrees C,-0.8
Lowest Temperature,01/2020,Birr,Degrees C,0
Lowest Temperature,01/2020,Valentia Observatory,Degrees C,0.2
Lowest Temperature,01/2020,Casement,Degrees C,-3.7
Lowest Temperature,01/2020,Claremorris,Degrees C,-3.9
Lowest Temperature,01/2020,Clones,Degrees C,0
Lowest Temperature,01/2020,Cork airport,Degrees C,-0.9
Lowest Temperature,01/2020,Dublin airport,Degrees C,-2.5
Lowest Temperature,01/2020,Galway,Degrees C,0
Lowest Temperature,01/2020,Kilkenny,Degrees C,0
Lowest Temperature,01/2020,Malin head,Degrees C,1.2
Lowest Temperature,01/2020,Mullingar,Degrees C,-6.1
Lowest Temperature,01/2020,Roches Point,Degrees C,0.5
Lowest Temperature,01/2020,Rosslare,Degrees C,0
Lowest Temperature,01/2020,Shannon airport,Degrees C,-2
Lowest Temperature,02/2020,Belmullet,Degrees C,0.7
Lowest Temperature,02/2020,Birr,Degrees C,0
Lowest Temperature,02/2020,Valentia Observatory,Degrees C,2.2
Lowest Temperature,02/2020,Casement,Degrees C,-1.3
Lowest Temperature,02/2020,Claremorris,Degrees C,-0.8
Lowest Temperature,02/2020,Clones,Degrees C,0
Lowest Temperature,02/2020,Cork airport,Degrees C,-0.5
Lowest Temperature,02/2020,Dublin airport,Degrees C,-2.3
Lowest Temperature,02/2020,Galway,Degrees C,0
Lowest Temperature,02/2020,Kilkenny,Degrees C,0
Lowest Temperature,02/2020,Malin head,Degrees C,1
Lowest Temperature,02/2020,Mullingar,Degrees C,-2.3
Lowest Temperature,02/2020,Roches Point,Degrees C,1.2
Lowest Temperature,02/2020,Rosslare,Degrees C,0
Lowest Temperature,02/2020,Shannon airport,Degrees C,0.1
Lowest Temperature,03/2020,Belmullet,Degrees C,1
Lowest Temperature,03/2020,Birr,Degrees C,0
Lowest Temperature,03/2020,Valentia Observatory,Degrees C,0.4
Lowest Temperature,03/2020,Casement,Degrees C,-3.8
